A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|A -> sensação
sensação -> de
de -> insegurança
sensação -> e
e -> debilidade
debilidade -> de
de -> poder
poder -> o
o -> público
insegurança -> de
de -> os
os -> Estados
Estados -> Unidos
Unidos -> de
de -> o
o -> final
final -> de
de -> o
o -> século
século -> 18
18 -> ,
, -> quando
quando -> (
( -> segundo
segundo -> versão
versão -> mais
mais -> aceita
aceita -> )
) -> a
a -> palavra
palavra -> teria
teria -> sido
sido -> inventada
inventada -> a
a -> partir
partir -> de
de -> a
a -> prática
prática -> adotada
adotada -> por
por -> um
um -> juiz
juiz -> Lynch
Lynch -> ,
, -> de
de -> condenar
condenar -> e
e -> executar
executar -> seus
seus -> adversários
adversários -> sem
sem -> o
o -> devido
devido -> processo
processo -> legal
devido -> .
. ->
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
-----------END REFINE---------
REFINE [gerente]
REFINE [gerente]
REFINE [gerente]
REFINE [gerente]
REFINE [gerente]
REFINE [gerente]
-----------END REFINE---------
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
-----------END REFINE---------
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
-----------END REFINE---------
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
REFINE [marketing]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
REFINE [Jordão]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [produto]
REFINE [produto]
REFINE [produto]
REFINE [produto]
REFINE [produto]
-----------END REFINE---------
REFINE [máximo]
REFINE [máximo]
REFINE [máximo]
REFINE [máximo]
REFINE [máximo]
REFINE [máximo]
-----------END REFINE---------
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
REFINE [entregue]
-----------END REFINE---------
REFINE [15]
REFINE [15]
REFINE [15]
REFINE [15]
REFINE [15]
REFINE [15]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [dias]
REFINE [dias]
REFINE [dias]
REFINE [dias]
REFINE [dias]
REFINE [dias]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [sai]
REFINE [sai]
REFINE [sai]
REFINE [sai]
REFINE [sai]
REFINE [sai]
-----------END REFINE---------
REFINE [produto]
REFINE [produto]
REFINE [produto]
REFINE [produto]
REFINE [produto]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [sai]
REFINE [sai]
REFINE [sai]
REFINE [sai]
REFINE [sai]
-----------END REFINE---------
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
-----------END REFINE---------
REFINE [preço]
REFINE [preço]
REFINE [preço]
REFINE [preço]
REFINE [preço]
-----------END REFINE---------
REFINE [similar]
REFINE [similar]
REFINE [similar]
REFINE [similar]
REFINE [similar]
REFINE [similar]
-----------END REFINE---------
REFINE [preço]
REFINE [preço]
REFINE [preço]
REFINE [preço]
REFINE [preço]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [similar]
REFINE [similar]
REFINE [similar]
REFINE [similar]
REFINE [similar]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
-----------END REFINE---------
REFINE [feita]
REFINE [feita]
REFINE [feita]
REFINE [feita]
REFINE [feita]
REFINE [feita]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [feita]
REFINE [feita]
REFINE [feita]
REFINE [feita]
REFINE [feita]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
-----------END REFINE---------
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
chatGPT|:|Ricardo<@>Jordão<#>gerente<@>Jordão<#>marketing<@>Jordão<#>de<@>marketing<#>a<@>Brasoftware<#>Brasoftware<@>Jordão<#>o<@>produto<#>máximo<@>entregue<#>em<@>entregue<#>15<@>em<#>dias<@>em<#>sai<@>produto<#>por<@>sai<#>um<@>preço<#>similar<@>preço<#>a<@>similar<#>importação<@>usuário<#>feita<@>importação<#>por<@>feita<#>o<@>usuário<#>usuário<@>importação|:|UDA:0.314<#>DDA: 0.229
GoldTree |:|Segundo<@>Ricardo<@>case<#>Ricardo<@>sai<@>obl<#>Jordão<@>Ricardo<@>flat<#>,<@>Ricardo<@>punct<#>gerente<@>Ricardo<@>appos<#>de<@>marketing<@>case<#>marketing<@>gerente<@>nmod<#>de<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>gerente<@>nmod<#>,<@>gerente<@>punct<#>o<@>produto<@>det<#>produto<@>sai<@>nsubj<#>--<@>entregue<@>punct<#>entregue<@>produto<@>acl<#>em<@>máximo<@>case<#>o<@>máximo<@>det<#>máximo<@>entregue<@>obl<#>em<@>dias<@>case<#>15<@>dias<@>nummod<#>dias<@>entregue<@>obl<#>--<@>entregue<@>punct<#>sai<@>root<@>root<#>por<@>preço<@>case<#>um<@>preço<@>det<#>preço<@>sai<@>obl<#>similar<@>preço<@>amod<#>a<@>importação<@>case<#>a<@>importação<@>det<#>importação<@>similar<@>obl<#>feita<@>importação<@>acl<#>por<@>usuário<@>case<#>o<@>usuário<@>det<#>usuário<@>feita<@>obl<#>.<@>sai<@>punct
>--<
A taxa de serviço de a Brasoftware é coberta por o desconto que obtém junto a o fornecedor .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A taxa de serviço de a Brasoftware é coberta por o desconto que obtém junto a o fornecedor .", usando o formato (token dependente -> token cabeça).
REPLY|:|taxa -> A
serviço -> taxa
Brasoftware -> de
coberta -> é
desconto -> por
obtém -> desconto
junto -> obtém
fornecedor -> junto
. -> coberta
REFINE [serviço]
REFINE [serviço]
REFINE [serviço]
REFINE [serviço]
REFINE [serviço]
REFINE [serviço]
-----------END REFINE---------
REFINE [taxa]
REFINE [taxa]
REFINE [taxa]
REFINE [taxa]
REFINE [taxa]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
-----------END REFINE---------
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
-----------END REFINE---------
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
REFINE [desconto]
-----------END REFINE---------
REFINE [junto]
REFINE [junto]
REFINE [junto]
REFINE [junto]
REFINE [junto]
REFINE [junto]
-----------END REFINE---------
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
REFINE [obtém]
-----------END REFINE---------
REFINE [fornecedor]
REFINE [fornecedor]
REFINE [fornecedor]
REFINE [fornecedor]
REFINE [fornecedor]
REFINE [fornecedor]
-----------END REFINE---------
REFINE [junto]
REFINE [junto]
REFINE [junto]
REFINE [junto]
REFINE [junto]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
REFINE [coberta]
-----------END REFINE---------
chatGPT|:|serviço<@>taxa<#>Brasoftware<@>de<#>coberta<@>é<#>desconto<@>por<#>obtém<@>desconto<#>junto<@>obtém<#>fornecedor<@>junto<#>.<@>coberta|:|UDA:0.421<#>DDA: 0.263
GoldTree |:|A<@>taxa<@>det<#>taxa<@>coberta<@>nsubj<#>de<@>serviço<@>case<#>serviço<@>taxa<@>nmod<#>de<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>taxa<@>nmod<#>é<@>coberta<@>aux<#>coberta<@>root<@>root<#>por<@>desconto<@>case<#>o<@>desconto<@>det<#>desconto<@>coberta<@>obl<#>que<@>obtém<@>obj<#>obtém<@>desconto<@>acl<#>junto<@>obtém<@>advmod<#>a<@>fornecedor<@>case<#>o<@>fornecedor<@>det<#>fornecedor<@>junto<@>obl<#>.<@>coberta<@>punct
>--<
ARRIET CHANIN -- A artista mostra 15 monotipias trabalhadas em papel artesanal de folha de bananeira e 12 gravuras em metal , que são instrumentos musicais e conchas .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "ARRIET CHANIN -- A artista mostra 15 monotipias trabalhadas em papel artesanal de folha de bananeira e 12 gravuras em metal , que são instrumentos musicais e conchas .", usando o formato (token dependente -> token cabeça).
REPLY|:|ARRIET -> CHANIN
ARTISTA -> ARRIET
MOISTRA -> ARTISTA
MONOTIPIAS -> MOISTRA
TRABALHADAS -> MONOTIPIAS
PAPER -> TRABALHADAS
ARTESANAL -> PAPER
FOLHA -> ARTESANAL
BANANEIRA -> FOLHA
GRAVURAS -> MOISTRA
METAL -> GRAVURAS
INSTRUMENTOS -> METAL
MUSICAS -> INSTRUMENTOS
CONCHAS -> INSTRUMENTOS
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
-----------END REFINE---------
REFINE [ARRIET]
REFINE [ARRIET]
REFINE [ARRIET]
REFINE [ARRIET]
REFINE [ARRIET]
-----------END REFINE---------
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
-----------END REFINE---------
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
REFINE [ARTISTA]
-----------END REFINE---------
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
-----------END REFINE---------
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
-----------END REFINE---------
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
-----------END REFINE---------
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
REFINE [MONOTIPIAS]
-----------END REFINE---------
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
-----------END REFINE---------
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
REFINE [TRABALHADAS]
-----------END REFINE---------
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
-----------END REFINE---------
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
REFINE [PAPER]
-----------END REFINE---------
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
-----------END REFINE---------
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
REFINE [ARTESANAL]
-----------END REFINE---------
REFINE [BANANEIRA]
REFINE [BANANEIRA]
REFINE [BANANEIRA]
REFINE [BANANEIRA]
REFINE [BANANEIRA]
REFINE [BANANEIRA]
-----------END REFINE---------
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
REFINE [FOLHA]
-----------END REFINE---------
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
-----------END REFINE---------
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
REFINE [MOISTRA]
-----------END REFINE---------
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
-----------END REFINE---------
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
REFINE [GRAVURAS]
-----------END REFINE---------
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
-----------END REFINE---------
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
REFINE [METAL]
-----------END REFINE---------
REFINE [MUSICAS]
REFINE [MUSICAS]
REFINE [MUSICAS]
REFINE [MUSICAS]
REFINE [MUSICAS]
REFINE [MUSICAS]
-----------END REFINE---------
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
-----------END REFINE---------
REFINE [CONCHAS]
REFINE [CONCHAS]
REFINE [CONCHAS]
REFINE [CONCHAS]
REFINE [CONCHAS]
REFINE [CONCHAS]
-----------END REFINE---------
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
REFINE [INSTRUMENTOS]
-----------END REFINE---------
chatGPT|:|ARTISTA<@>ARRIET<#>MOISTRA<@>ARTISTA<#>MONOTIPIAS<@>MOISTRA<#>TRABALHADAS<@>MONOTIPIAS<#>PAPER<@>TRABALHADAS<#>ARTESANAL<@>PAPER<#>FOLHA<@>ARTESANAL<#>BANANEIRA<@>FOLHA<#>GRAVURAS<@>MOISTRA<#>METAL<@>GRAVURAS<#>INSTRUMENTOS<@>METAL<#>MUSICAS<@>INSTRUMENTOS<#>CONCHAS<@>INSTRUMENTOS|:|UDA:0.138<#>DDA: 0.138
GoldTree |:|ARRIET<@>root<@>root<#>CHANIN<@>ARRIET<@>flat<#>--<@>ARRIET<@>punct<#>A<@>artista<@>det<#>artista<@>mostra<@>nsubj<#>mostra<@>ARRIET<@>parataxis<#>15<@>monotipias<@>nummod<#>monotipias<@>mostra<@>obj<#>trabalhadas<@>monotipias<@>acl<#>em<@>papel<@>case<#>papel<@>trabalhadas<@>obl<#>artesanal<@>papel<@>amod<#>de<@>folha<@>case<#>folha<@>papel<@>nmod<#>de<@>bananeira<@>case<#>bananeira<@>folha<@>nmod<#>e<@>gravuras<@>cc<#>12<@>gravuras<@>nummod<#>gravuras<@>monotipias<@>conj<#>em<@>metal<@>case<#>metal<@>gravuras<@>nmod<#>,<@>instrumentos<@>punct<#>que<@>instrumentos<@>nsubj<#>são<@>instrumentos<@>cop<#>instrumentos<@>gravuras<@>acl<#>musicais<@>instrumentos<@>amod<#>e<@>conchas<@>cc<#>conchas<@>instrumentos<@>conj<#>.<@>ARRIET<@>punct
>--<
De seg a sex de as 11h a as 19h e sáb de as 10h a as 13h .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "De seg a sex de as 11h a as 19h e sáb de as 10h a as 13h .", usando o formato (token dependente -> token cabeça).
REPLY|:|De -> seg
seg -> a
a -> sex
sex -> de
de -> as
as -> 11h
11h -> a
a -> as
as -> 19h
19h -> e
e -> sáb
sáb -> de
de -> as
as -> 10h
10h -> a
a -> as
as -> 13h
13h -> .
REFINE [seg]
REFINE [seg]
REFINE [seg]
REFINE [seg]
REFINE [seg]
REFINE [seg]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [sex]
REFINE [sex]
REFINE [sex]
REFINE [sex]
REFINE [sex]
-----------END REFINE---------
REFINE [sex]
REFINE [sex]
REFINE [sex]
REFINE [sex]
REFINE [sex]
REFINE [sex]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [11h]
REFINE [11h]
REFINE [11h]
REFINE [11h]
REFINE [11h]
-----------END REFINE---------
REFINE [11h]
REFINE [11h]
REFINE [11h]
REFINE [11h]
REFINE [11h]
REFINE [11h]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [19h]
REFINE [19h]
REFINE [19h]
REFINE [19h]
REFINE [19h]
-----------END REFINE---------
REFINE [19h]
REFINE [19h]
REFINE [19h]
REFINE [19h]
REFINE [19h]
REFINE [19h]
-----------END REFINE---------
REFINE [e]
REFINE [e]
REFINE [e]
REFINE [e]
REFINE [e]
-----------END REFINE---------
REFINE [e]
REFINE [e]
REFINE [e]
REFINE [e]
REFINE [e]
REFINE [e]
-----------END REFINE---------
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
-----------END REFINE---------
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
REFINE [sáb]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [10h]
REFINE [10h]
REFINE [10h]
REFINE [10h]
REFINE [10h]
-----------END REFINE---------
REFINE [10h]
REFINE [10h]
REFINE [10h]
REFINE [10h]
REFINE [10h]
REFINE [10h]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
REFINE [as]
-----------END REFINE---------
REFINE [13h]
REFINE [13h]
REFINE [13h]
REFINE [13h]
REFINE [13h]
-----------END REFINE---------
REFINE [13h]
REFINE [13h]
REFINE [13h]
REFINE [13h]
REFINE [13h]
REFINE [13h]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|seg<@>a<#>a<@>sex<#>sex<@>de<#>de<@>as<#>as<@>11h<#>11h<@>a<#>a<@>as<#>as<@>19h<#>19h<@>e<#>e<@>sáb<#>sáb<@>de<#>de<@>as<#>as<@>10h<#>10h<@>a<#>a<@>as<#>as<@>13h<#>13h<@>.|:|UDA:0.316<#>DDA: 0.316
GoldTree |:|De<@>seg<@>case<#>seg<@>root<@>root<#>a<@>sex<@>case<#>sex<@>seg<@>nmod<#>de<@>11h<@>case<#>as<@>11h<@>det<#>11h<@>sex<@>nmod<#>a<@>19h<@>case<#>as<@>19h<@>det<#>19h<@>11h<@>nmod<#>e<@>sáb<@>cc<#>sáb<@>seg<@>conj<#>de<@>10h<@>case<#>as<@>10h<@>det<#>10h<@>sáb<@>nmod<#>a<@>13h<@>case<#>as<@>13h<@>det<#>13h<@>10h<@>nmod<#>.<@>seg<@>punct
>--<
Preços de as obras : de R$ 50 a R$ 500 .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Preços de as obras : de R$ 50 a R$ 500 .", usando o formato (token dependente -> token cabeça).
REPLY|:|Preços -> de
obras -> Preços
de -> Preços
R$ -> 50
50 -> de
a -> 500
R$ -> 500
500 -> a
. -> Preços
REFINE [obras]
REFINE [obras]
REFINE [obras]
REFINE [obras]
REFINE [obras]
REFINE [obras]
-----------END REFINE---------
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
-----------END REFINE---------
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
-----------END REFINE---------
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
-----------END REFINE---------
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
-----------END REFINE---------
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
REFINE [R$]
-----------END REFINE---------
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
-----------END REFINE---------
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
REFINE [500]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
REFINE [Preços]
-----------END REFINE---------
chatGPT|:|obras<@>Preços<#>de<@>Preços<#>R$<@>50<#>50<@>de<#>a<@>500<#>R$<@>500<#>500<@>a<#>.<@>Preços|:|UDA:0.333<#>DDA: 0.167
GoldTree |:|Preços<@>root<@>root<#>de<@>obras<@>case<#>as<@>obras<@>det<#>obras<@>Preços<@>nmod<#>:<@>Preços<@>punct<#>de<@>R$<@>case<#>R$<@>Preços<@>appos<#>50<@>R$<@>nummod<#>a<@>R$<@>case<#>R$<@>R$<@>conj<#>500<@>R$<@>nummod<#>.<@>Preços<@>punct
>--<
Até 30 de setembro .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Até 30 de setembro .", usando o formato (token dependente -> token cabeça).
REPLY|:|Até -> de
30 -> de
de -> setembro
setembro -> 30
. -> de
REFINE [30]
REFINE [30]
REFINE [30]
REFINE [30]
REFINE [30]
REFINE [30]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
-----------END REFINE---------
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
REFINE [setembro]
-----------END REFINE---------
REFINE [30]
REFINE [30]
REFINE [30]
REFINE [30]
REFINE [30]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
chatGPT|:|30<@>de<#>de<@>setembro<#>setembro<@>30<#>.<@>de|:|UDA:0.400<#>DDA: 0.400
GoldTree |:|Até<@>30<@>case<#>30<@>root<@>root<#>de<@>setembro<@>case<#>setembro<@>30<@>nmod<#>.<@>30<@>punct
>--<
